x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
102126.52299999993,97528.20399999997,95073.18029630513,94249.66082253796,95539.3260752414,99921.95099999997,108455.86899999988,117718.87499999996,126445.43235479365,125491.52860343398,126413.9323901869,125427.37642443192,123496.02005401171,121995.25668417518,121585.56080794749,122933.2205176133,120347.52199999998,124907.49200000003,131060.7157930419,129938.5699999998,126786.29300000003,121923.88200000003,114670.58299999998,106724.35599999994
