x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
73403.79629683793,69046.56791183798,65108.38788314312,63497.29642437598,63335.1124270794,65696.45699183797,72084.03994416188,73230.3062325687,65345.016263287805,60982.23021679843,58424.09942637458,57000.741435850214,55446.003274919465,53746.058476486054,54448.89673051829,62098.1762751721,82549.43327913698,89674.26875232604,95053.04379816391,94136.79738012182,91190.92145512204,87816.68535732603,82390.783312326,76006.90026232594
